No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
7221,THMAU,Thimble Point Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.12,-0.78%,1
7222,THMO,"ThermoGenesis Holdings, Inc.",Healthcare,Medical Devices,USA,29.18M,-,2.44,-0.41%,11862
7223,THO,"Thor Industries, Inc.",Consumer Cyclical,Recreational Vehicles,USA,6.28B,11.62,114.68,-3.70%,382433
7224,THQ,Tekla Healthcare Opportunities Fund,Financial,Closed-End Fund - Equity,USA,1.03B,-,24.87,0.12%,65631
7225,THR,"Thermon Group Holdings, Inc.",Industrials,Specialty Industrial Machinery,USA,517.45M,66.34,16.12,-2.54%,156875
7226,THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,2.68B,24.14,83.94,-4.06%,169641
7227,THRY,"Thryv Holdings, Inc.",Communication Services,Internet Content & Information,USA,1.05B,6.28,31.46,2.84%,102324
7228,THS,"TreeHouse Foods, Inc.",Consumer Defensive,Packaged Foods,USA,2.06B,36.17,38.09,-1.37%,850583
7229,THTX,Theratechnologies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,345.29M,-,3.65,-2.67%,52716
7230,THW,Tekla World Healthcare Fund,Financial,Closed-End Fund - Equity,USA,-,-,17.33,-0.17%,89814
7231,THY,Toews Agility Shares Dynamic Tactical Income ETF,Financial,Exchange Traded Fund,USA,-,-,25.15,0.00%,9086
7232,TIG,"Trean Insurance Group, Inc.",Financial,Insurance - Specialty,USA,504.18M,5.86,10.53,1.25%,24646
7233,TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg,3.81B,-,37.96,-0.78%,17385
7234,TIGR,UP Fintech Holding Limited,Financial,Capital Markets,China,2.37B,59.01,13.75,-3.85%,8320283
7235,TIL,"Instil Bio, Inc.",Healthcare,Biotechnology,USA,2.70B,-,21.48,4.73%,159818
7236,TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,827.12M,18.04,14.72,0.89%,217108
7237,TILT,FlexShares Morningstar US Market Factors Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,176.85,-0.17%,2111
7238,TIMB,TIM S.A.,Communication Services,Telecom Services,Brazil,5.46B,12.29,11.37,-0.52%,307419
7239,TINV,Tiga Acquisition Corp.,Financial,Shell Companies,Singapore,347.44M,-,10.1,-0.10%,12303
7240,TIOA,Tio Tech A,Financial,Shell Companies,Germany,332.92M,-,9.65,0.42%,12978
7241,TIOAU,Tio Tech A,Financial,Shell Companies,Germany,-,-,9.85,0.15%,2182
7242,TIP,iShares TIPS Bond ETF,Financial,Exchange Traded Fund,USA,-,-,128.62,-0.14%,3098466
7243,TIPT,Tiptree Inc.,Financial,Insurance - Specialty,USA,331.18M,6.29,10.1,0.40%,47038
7244,TIPX,SPDR Bloomberg Barclays 1-10 Year TIPS ETF,Financial,Exchange Traded Fund,USA,-,-,21.18,-0.05%,493347
7245,TIPZ,PIMCO Broad U.S. TIPS Index ETF,Financial,Exchange Traded Fund,USA,-,-,66.15,-0.15%,37573
7246,TIRX,Tian Ruixiang Holdings Ltd,Financial,Insurance Brokers,China,52.20M,-,4.49,-3.44%,159436
7247,TISI,"Team, Inc.",Industrials,Specialty Business Services,USA,133.54M,-,4.51,0.22%,153429
7248,TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,USA,618.55M,32.38,27.85,-2.01%,102416
7249,TIXT,TELUS International (Cda) Inc.,Technology,Software - Infrastructure,Canada,11.99B,104.09,35.39,2.11%,145719
7250,TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,85.98B,34.63,71.07,-1.11%,5391220
7251,TK,Teekay Corporation,Energy,Oil & Gas Integrated,Bermuda,340.94M,-,3.43,5.86%,886325
7252,TKAT,"Takung Art Co., Ltd.",Consumer Cyclical,Internet Retail,Hong Kong,101.34M,-,8.96,-19.57%,3836923
7253,TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,Turkey,4.27B,7.55,4.89,-1.61%,169109
7254,TKR,The Timken Company,Industrials,Tools & Accessories,USA,5.39B,15.44,72.16,-1.14%,410204
7255,TLC,"Taiwan Liposome Company, Ltd.",Healthcare,Biotechnology,Taiwan,316.84M,-,7.53,-1.06%,11544
7256,TLGT,"Teligent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,38.15M,-,0.4,-2.86%,2001662
7257,TLH,iShares Trust - iShares 10-20 Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,150.54,-0.63%,297914
7258,TLIS,Talis Biomedical Corporation,Healthcare,Medical Devices,USA,216.79M,-,8.38,-0.71%,102869
7259,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,Indonesia,23.53B,18.27,23.75,0.81%,70585
7260,TLMD,"SOC Telemed, Inc.",Healthcare,Medical Care Facilities,USA,302.67M,-,3.17,-0.94%,527482
7261,TLRY,"Tilray, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,6.03B,-,13.59,-1.88%,13652290
7262,TLS,Telos Corporation,Technology,Information Technology Services,USA,2.25B,-,34.42,4.33%,1020767
7263,TLSA,Tiziana Life Sciences PLC,Healthcare,Biotechnology,United Kingdom,193.54M,-,2.08,4.00%,1805154
7264,TLT,iShares Trust - iShares 20+ Year Treasury Bond ETF,Financial,Exchange Traded Fund,USA,-,-,148.18,-0.91%,12918698
7265,TLTD,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,75.7,0.74%,6674
7266,TLTE,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund,Financial,Exchange Traded Fund,USA,-,-,63.68,0.70%,2824
7267,TLYS,"Tilly's, Inc.",Consumer Cyclical,Apparel Retail,USA,451.68M,16.31,14.78,-6.10%,942771
7268,TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,Japan,290.78B,9.32,179.27,1.72%,279261
7269,TMAT,Main Thematic Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,23.84,0.36%,5699
7270,TMBR,"Timber Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,37.22M,26.84,1.02,0.00%,1028046
7271,TMCI,"Treace Medical Concepts, Inc.",Healthcare,Medical Devices,USA,1.41B,-,27.22,-0.26%,45427
7272,TMDI,Titan Medical Inc.,Healthcare,Medical Devices,Canada,177.44M,-,1.62,-1.22%,234735
7273,TMDX,"TransMedics Group, Inc.",Healthcare,Medical Devices,USA,873.92M,-,32.67,-2.77%,135519
7274,TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,China,15.33B,23.94,8.93,1.36%,9283395
7275,TMF,Direxion Daily 20+ Year Treasury Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,28.67,-2.58%,883986
7276,TMFC,Motley Fool 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,42.35,0.33%,30224
7277,TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction,USA,3.41B,8.47,27.83,-1.14%,751851
7278,TMKR,Tastemaker Acquisition Corp.,Financial,Shell Companies,USA,338.82M,-,9.77,0.21%,184219
7279,TMKRU,Tastemaker Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.03,-0.30%,142091
7280,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,225.24B,26.29,568.11,0.47%,824711
7281,TMP,Tompkins Financial Corporation,Financial,Banks - Regional,USA,1.12B,12.19,79.24,-0.65%,30446
7282,TMPMU,Turmeric Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.9,-0.10%,1
7283,TMQ,Trilogy Metals Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,369.86M,-,2,0.00%,94285
7284,TMST,TimkenSteel Corporation,Basic Materials,Steel,USA,587.40M,24.5,13.35,0.23%,407165
7285,TMTS,Spartacus Acquisition Corporation,Financial,Shell Companies,USA,251.30M,-,10.06,0.00%,5118
7286,TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,USA,168.74B,43.51,136,-0.10%,2447122
7287,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,58.24,2.73%,231287
7288,TMX,"Terminix Global Holdings, Inc.",Consumer Cyclical,Personal Services,USA,5.22B,91.8,42.32,0.14%,856784
7289,TNA,Direxion Daily Small Cap Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,93.79,-1.35%,6710773
7290,TNC,Tennant Company,Industrials,Specialty Industrial Machinery,USA,1.38B,28.74,76,0.14%,49617
7291,TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,USA,7.27B,1142.8,114.28,0.70%,261065
7292,TNET,"TriNet Group, Inc.",Industrials,Staffing & Employment Services,USA,6.02B,24.95,92.05,-0.70%,141944
7293,TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream,Canada,417.08M,-,12.51,1.46%,255212
7294,TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,USA,4.48B,31.64,53.89,-1.39%,722736
7295,TNP,Tsakos Energy Navigation Limited,Energy,Oil & Gas Midstream,Greece,140.83M,-,8.15,0.25%,76010
7296,TNXP,Tonix Pharmaceuticals Holding Corp.,Healthcare,Biotechnology,USA,251.51M,-,0.71,-4.55%,9625573
7297,TOK,iShares MSCI Kokusai ETF,Financial,Exchange Traded Fund,USA,-,-,99.78,0.09%,1114
7298,TOKE,Cambria Cannabis ETF,Financial,Exchange Traded Fund,USA,-,-,15.62,-0.10%,9982
7299,TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,USA,7.71B,12.3,63.8,-0.47%,809907
7300,TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,Financial,Exchange Traded Fund,USA,-,-,47.65,-0.18%,4818
7301,TOMZ,"TOMI Environmental Solutions, Inc.",Industrials,Pollution & Treatment Controls,USA,33.99M,-,2.11,5.50%,67478
7302,TOPS,Top Ships Inc.,Industrials,Marine Shipping,Greece,49.33M,-,1.29,-3.01%,471365
7303,TOTL,SPDR DoubleLine Total Return Tactical ETF,Financial,Exchange Traded Fund,USA,-,-,48.51,-0.31%,194495
7304,TOUR,Tuniu Corporation,Consumer Cyclical,Travel Services,China,197.05M,-,1.73,-0.29%,115416
7305,TOWN,TowneBank,Financial,Banks - Regional,USA,2.09B,10.28,29.7,-1.43%,117955
7306,TPAY,Ecofin Digital Payments Infrastructure Fund,Financial,Exchange Traded Fund,USA,-,-,47.16,0.11%,341
7307,TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,USA,971.88M,23.03,52,0.00%,100459
7308,TPC,Tutor Perini Corporation,Industrials,Engineering & Construction,USA,697.31M,6.12,14.26,-0.63%,125604
7309,TPGY,TPG Pace Beneficial Finance Corp.,Financial,Shell Companies,USA,476.19M,-,11,1.57%,285730
7310,TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction,USA,2.64B,7.58,23.64,-1.87%,883179
7311,TPHD,Timothy Plan High Dividend Stock ETF,Financial,Exchange Traded Fund,USA,-,-,31.09,-0.29%,30641
7312,TPHS,Trinity Place Holdings Inc.,Real Estate,Real Estate - Diversified,USA,63.46M,-,2.01,-0.50%,22600
7313,TPIC,"TPI Composites, Inc.",Industrials,Specialty Industrial Machinery,USA,1.37B,252.7,37.4,1.27%,474921
7314,TPIF,Timothy Plan International ETF,Financial,Exchange Traded Fund,USA,-,-,30.38,0.49%,35464
7315,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,USA,9.81B,50.72,1295.88,-2.41%,20311
7316,TPLC,Timothy Plan US Large/Mid Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,36.92,-0.11%,44310
7317,TPOR,Direxion Daily Transportation Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,39.32,-3.03%,65047
7318,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,11.13B,15.51,40.57,-0.12%,2191509
7319,TPSC,Timothy Plan US Small Cap Core ETF,Financial,Exchange Traded Fund,USA,-,-,33.98,-0.44%,11044
7320,TPST,Tempest Therapeutics Inc.,Healthcare,Biotechnology,USA,95.30M,-,14.89,0.07%,31281
7321,TPTX,"Turning Point Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.83B,-,79.72,-2.77%,247425
7322,TPVG,TriplePoint Venture Growth BDC Corp.,Financial,Asset Management,USA,470.48M,10.99,15.33,0.26%,100202
7323,TPX,"Tempur Sealy International, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,8.84B,17.91,45.8,0.07%,1718928
7324,TPYP,Tortoise North American Pipeline Fund,Financial,Exchange Traded Fund,USA,-,-,22.01,0.05%,34500
7325,TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",Financial,Asset Management,USA,91.00M,-,13.24,0.15%,9100
7326,TQQQ,ProShares UltraPro QQQ,Financial,Exchange Traded Fund,USA,-,-,151.45,0.90%,23201323
7327,TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,USA,2.14B,35.74,31.59,-0.91%,182291
7328,TRC,Tejon Ranch Co.,Industrials,Conglomerates,USA,505.40M,250.52,19.29,-0.72%,47234
7329,TREB,Trebia Acquisition Corp.,Financial,Shell Companies,USA,641.72M,-,9.92,0.10%,10304
7330,TREC,Trecora Resources,Basic Materials,Specialty Chemicals,USA,199.64M,-,8.36,-1.30%,59389
7331,TREE,"LendingTree, Inc.",Financial,Mortgage Finance,USA,2.14B,-,166.17,-1.63%,112692
7332,TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,USA,12.86B,67.34,113.74,-0.43%,269612
7333,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,9.94B,59.51,45.05,0.00%,730079
7334,TRHC,"Tabula Rasa HealthCare, Inc.",Healthcare,Health Information Services,USA,752.68M,-,31,-2.02%,206343
7335,TRI,Thomson Reuters Corporation,Industrials,Consulting Services,Canada,58.36B,8.51,118.8,-0.54%,337613
7336,TRIB,Trinity Biotech plc,Healthcare,Diagnostics & Research,Ireland,52.99M,-,2.63,6.05%,49698
7337,TRIL,Trillium Therapeutics Inc.,Healthcare,Biotechnology,Canada,2.32B,-,17.38,0.17%,2199137
7338,TRIN,Trinity Capital Inc.,Financial,Asset Management,USA,403.70M,5.74,16.2,-0.18%,24135
7339,TRIP,"TripAdvisor, Inc.",Consumer Cyclical,Travel Services,USA,4.59B,-,33.94,-1.74%,1431770
7340,TRIT,"Triterras, Inc.",Technology,Information Technology Services,Singapore,456.95M,123.02,5.29,2.12%,111191
7341,TRKA,"Troika Media Group, Inc.",Communication Services,Advertising Agencies,USA,74.71M,-,1.75,0.00%,214885
7342,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,23.53B,46.43,94.86,0.53%,1419288
7343,TRMD,TORM plc,Energy,Oil & Gas Midstream,United Kingdom,632.91M,57.29,8.02,-1.17%,17377
7344,TRMK,Trustmark Corporation,Financial,Banks - Regional,USA,1.94B,9.61,31.1,-0.35%,290005
7345,TRMR,Tremor International Ltd,Communication Services,Advertising Agencies,Israel,1.50B,-,22,-2.00%,156585
7346,TRMT,Tremont Mortgage Trust,Real Estate,REIT - Mortgage,USA,57.00M,7.16,5.66,-3.41%,77311
7347,TRN,"Trinity Industries, Inc.",Industrials,Railroads,USA,2.75B,-,28.55,-2.02%,477036
7348,TRND,Pacer Trendpilot Fund of Funds ETF,Financial,Exchange Traded Fund,USA,-,-,31.19,0.08%,36053
7349,TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial,USA,4.84B,68.78,69.26,0.36%,180374
7350,TRNS,"Transcat, Inc.",Industrials,Industrial Distribution,USA,503.70M,47.89,67.43,-0.68%,11500
7351,TRONU,Corner Growth Acquisition Corp. 2,Financial,Shell Companies,USA,-,-,10.15,0.00%,0
7352,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,48.69B,17.23,218.57,-1.28%,1259031
7353,TROX,Tronox Holdings plc,Basic Materials,Chemicals,USA,3.04B,2.88,20.32,-1.22%,714710
7354,TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,46.64B,29.88,48.34,0.35%,802407
7355,TRQ,Turquoise Hill Resources Ltd.,Basic Materials,Copper,Canada,2.99B,5.08,15.71,2.15%,492390
7356,TRS,TriMas Corporation,Industrials,Specialty Industrial Machinery,USA,1.34B,-,31.82,-0.56%,50490
7357,TRST,TrustCo Bank Corp NY,Financial,Banks - Regional,USA,603.68M,10.8,31.59,-0.69%,108362
7358,TRT,Trio-Tech International,Technology,Semiconductor Equipment & Materials,USA,17.92M,29.12,4.63,0.65%,854
7359,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,3.60B,10.79,55.21,-0.77%,251352
7360,TRTX,"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage,USA,947.15M,24.77,12.56,-0.40%,186794
7361,TRTY,Cambria Trinity ETF,Financial,Exchange Traded Fund,USA,-,-,27.89,-0.13%,10906
7362,TRU,TransUnion,Industrials,Consulting Services,USA,23.55B,52.1,124.47,0.17%,607308
7363,TRUE,"TrueCar, Inc.",Communication Services,Internet Content & Information,USA,388.60M,-,4.17,0.24%,496726
7364,TRUP,"Trupanion, Inc.",Financial,Insurance - Specialty,USA,3.54B,-,90.94,0.83%,149528
7365,TRV,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty,USA,39.19B,10.71,159.17,-0.50%,697286
7366,TRVG,trivago N.V.,Communication Services,Internet Content & Information,Germany,880.11M,-,2.55,0.00%,809444
7367,TRVI,"Trevi Therapeutics, Inc.",Healthcare,Biotechnology,USA,34.72M,-,1.6,-5.33%,63768
7368,TRVN,"Trevena, Inc.",Healthcare,Biotechnology,USA,209.96M,-,1.36,-2.16%,680579
7369,TRX,Tanzanian Gold Corporation,Basic Materials,Gold,Canada,115.06M,-,0.43,2.26%,926805
7370,TRYP,"SonicShares Airlines, Hotels, Cruise Lines ETF",Financial,Exchange Traded Fund,USA,-,-,4.74,-1.56%,46217
7371,TS,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,Luxembourg,11.71B,25.16,20.2,-0.88%,1022409
7372,TSBK,"Timberland Bancorp, Inc.",Financial,Banks - Regional,USA,243.57M,8.8,29.17,0.24%,6997
7373,TSC,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,USA,638.58M,13.21,20.1,-0.40%,42982
7374,TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,22.41B,26.48,198.8,1.64%,463975
7375,TSE,Trinseo S.A.,Basic Materials,Specialty Chemicals,USA,1.90B,5.48,51.92,-0.44%,243311
7376,TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,Israel,3.11B,30.35,29.29,0.90%,74982
7377,TSHA,"Taysha Gene Therapies, Inc.",Healthcare,Biotechnology,USA,694.43M,-,19.6,-5.22%,41756
7378,TSI,"TCW Strategic Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,274.08M,14.76,5.74,0.35%,136677
7379,TSIBU,Tishman Speyer Innovation Corp. II,Financial,Shell Companies,USA,-,-,9.85,0.10%,83
7380,TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,USA,706.67B,383.67,733.57,0.16%,15196390
7381,TSLX,"Sixth Street Specialty Lending, Inc.",Financial,Asset Management,USA,1.67B,5.56,23.04,0.22%,150202
7382,TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,577.68B,32.41,123.97,2.63%,10347012
7383,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,28.39B,12.32,78.23,-0.33%,1476179
7384,TSP,TuSimple Holdings Inc.,Industrials,Trucking,USA,8.78B,-,43.8,-3.76%,1020196
7385,TSQ,"Townsquare Media, Inc.",Communication Services,Advertising Agencies,USA,202.82M,30.81,12.91,0.70%,20196
7386,TSRI,"TSR, Inc.",Technology,Software - Application,USA,21.81M,-,11.13,-14.97%,148034
7387,TT,Trane Technologies plc,Industrials,Specialty Industrial Machinery,Ireland,47.62B,36.05,199.94,-0.55%,559571
7388,TTAC,TrimTabs U.S. Free Cash Flow Quality ETF,Financial,Exchange Traded Fund,USA,-,-,57.05,0.20%,2986
7389,TTC,The Toro Company,Industrials,Tools & Accessories,USA,11.75B,28.84,109.81,0.81%,384328
7390,TTCF,"Tattooed Chef, Inc.",Consumer Defensive,Packaged Foods,USA,1.74B,-,22.08,-8.11%,5050118
7391,TTD,"The Trade Desk, Inc.",Technology,Software - Application,USA,36.43B,147.27,78.2,0.23%,2405817
7392,TTE,TotalEnergies SE,Energy,Oil & Gas Integrated,France,115.61B,18.68,44.45,-0.47%,1490967
7393,TTEC,"TTEC Holdings, Inc.",Technology,Information Technology Services,USA,5.03B,32,110.64,-1.45%,78609
7394,TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,USA,8.02B,42.6,151.62,1.03%,276014
7395,TTGT,"TechTarget, Inc.",Communication Services,Internet Content & Information,USA,2.39B,158.02,90.39,3.20%,209549
7396,TTI,"TETRA Technologies, Inc.",Energy,Oil & Gas Equipment & Services,USA,354.49M,-,3.22,0.00%,693837
7397,TTM,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers,India,15.47B,-,20.2,1.46%,667928
7398,TTMI,"TTM Technologies, Inc.",Technology,Electronic Components,USA,1.49B,924.67,13.87,-0.22%,770849
7399,TTNP,"Titan Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,21.41M,8.22,2.13,-3.62%,88788
7400,TTOO,"T2 Biosystems, Inc.",Healthcare,Diagnostics & Research,USA,151.29M,-,0.92,0.10%,993876
7401,TTP,"Tortoise Pipeline & Energy Fund, Inc.",Financial,Asset Management,USA,53.27M,-,23.37,-0.51%,2771
7402,TTSH,"Tile Shop Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,USA,418.13M,38.9,8.13,1.50%,104976
7403,TTT,ProShares UltraPro Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA,-,-,32.79,2.63%,105817
7404,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,18.57B,28.61,160.56,-0.91%,557978
7405,TU,TELUS Corporation,Communication Services,Telecom Services,Canada,29.52B,31.43,23.29,-0.09%,783720
7406,TUEM,Tuesday Morning Corporation,Consumer Cyclical,Specialty Retail,USA,362.00M,-,4.2,4.74%,231020
7407,TUFN,Tufin Software Technologies Ltd.,Technology,Software - Infrastructure,Israel,409.39M,-,11.02,0.18%,231032
7408,TUGCU,TradeUP Global Corporation,Financial,Shell Companies,USA,-,-,9.85,0.00%,200
7409,TUP,Tupperware Brands Corporation,Consumer Cyclical,Packaging & Containers,USA,1.16B,9.26,23.76,-1.00%,346988
7410,TUR,iShares MSCI Turkey ETF,Financial,Exchange Traded Fund,USA,-,-,23.93,-0.66%,89893
7411,TURN,180 Degree Capital Corp.,Financial,Asset Management,USA,76.51M,2.84,7.35,0.68%,18164
7412,TUSK,"Mammoth Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,USA,174.33M,-,3.67,1.10%,31276
7413,TUYA,Tuya Inc.,Technology,Software - Infrastructure,China,7.29B,-,12.21,-5.57%,2204315
7414,TV,"Grupo Televisa, S.A.B.",Communication Services,Broadcasting,Mexico,6.83B,17.01,12.52,-2.87%,671444
7415,TVAC,Thayer Ventures Acquisition Corporation,Financial,Shell Companies,USA,216.56M,-,10.04,0.20%,5
7416,TVACU,Thayer Ventures Acquisition Corporation,Financial,Shell Companies,USA,-,-,10.44,-1.14%,2000
7417,TVE,Tennessee Valley Authority PARRS A 2029,Utilities,Utilities - Regulated Electric,USA,-,-,26.54,-0.56%,10466
7418,TVTX,"Travere Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.24B,-,21.13,-3.03%,461046
7419,TVTY,"Tivity Health, Inc.",Healthcare,Medical Care Facilities,USA,1.14B,23.42,23,0.13%,255215
7420,TW,Tradeweb Markets Inc.,Financial,Capital Markets,USA,20.22B,83.01,88.41,1.55%,322086
7421,TWI,"Titan International, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,469.81M,-,7.94,-0.63%,362817
7422,TWIN,"Twin Disc, Incorporated",Industrials,Specialty Industrial Machinery,USA,181.14M,-,12.06,0.08%,23628
7423,TWLO,Twilio Inc.,Communication Services,Internet Content & Information,USA,63.77B,-,367.23,2.35%,936088
